file_id,area,spot,in_out,Participant
0106.wav,westend,charing,indoor,S25
0116.wav,campus,square,outdoor,S25
0144.wav,british,square,outdoor,S25
0180.wav,british,forecourt,outdoor,S25
0757.wav,campus,canal,outdoor,S25
1012.wav,british,greatcourt,indoor,S25
1241.wav,campus,curve,indoor,S25
1387.wav,british,room12,indoor,S25
1509.wav,westend,leicester,outdoor,S25
1666.wav,westend,piazza,outdoor,S25
1755.wav,campus,reception,indoor,S25
1879.wav,british,street,outdoor,S25
1891.wav,westend,market,indoor,S25
0197.wav,campus,library,outdoor,S26
0817.wav,british,room12,indoor,S26
1030.wav,british,forecourt,outdoor,S26
1349.wav,campus,ground,indoor,S26
1455.wav,british,greatcourt,indoor,S26
1463.wav,campus,canal,outdoor,S26
2362.wav,campus,reception,indoor,S26
2415.wav,british,street,outdoor,S26
2475.wav,campus,curve,indoor,S26
0035.wav,campus,library,outdoor,S27
0179.wav,campus,curve,indoor,S27
0291.wav,westend,charing,indoor,S27
0580.wav,westend,trafalgar,outdoor,S27
0899.wav,campus,ground,indoor,S27
1129.wav,westend,market,indoor,S27
1381.wav,westend,national,indoor,S27
1434.wav,british,forecourt,outdoor,S27
1443.wav,westend,piazza,outdoor,S27
1532.wav,british,greatcourt,indoor,S27
1613.wav,westend,leicester,outdoor,S27
1760.wav,campus,square,outdoor,S27
2067.wav,campus,reception,indoor,S27
2297.wav,campus,canal,outdoor,S27
2386.wav,british,street,outdoor,S27
2476.wav,british,square,outdoor,S27
0203.wav,campus,curve,indoor,S28
0658.wav,westend,market,indoor,S28
0835.wav,southbank,waterloo,indoor,S28
0850.wav,campus,square,outdoor,S28
1182.wav,westend,national,indoor,S28
1384.wav,westend,trafalgar,outdoor,S28
1457.wav,southbank,bridge,outdoor,S28
1533.wav,campus,ground,indoor,S28
1689.wav,campus,library,outdoor,S28
1696.wav,westend,charing,indoor,S28
1863.wav,westend,piazza,outdoor,S28
1933.wav,southbank,royal,indoor,S28
1957.wav,southbank,food,outdoor,S28
2140.wav,campus,canal,outdoor,S28
2234.wav,campus,reception,indoor,S28
2339.wav,westend,leicester,outdoor,S28
2420.wav,southbank,skate,outdoor,S28
2490.wav,southbank,book,outdoor,S28
0057.wav,westend,piazza,outdoor,S29
0334.wav,southbank,skate,outdoor,S29
0510.wav,campus,square,outdoor,S29
0565.wav,southbank,waterloo,indoor,S29
0772.wav,westend,charing,indoor,S29
0829.wav,southbank,royal,indoor,S29
0916.wav,westend,leicester,outdoor,S29
1133.wav,campus,reception,indoor,S29
1135.wav,westend,national,indoor,S29
1272.wav,southbank,food,outdoor,S29
1477.wav,westend,market,indoor,S29
1612.wav,southbank,bridge,outdoor,S29
1626.wav,southbank,book,outdoor,S29
2054.wav,campus,library,outdoor,S29
2179.wav,campus,canal,outdoor,S29
0022.wav,westend,leicester,outdoor,S3
0127.wav,westend,charing,indoor,S3
0238.wav,campus,library,outdoor,S3
0256.wav,campus,square,outdoor,S3
0378.wav,campus,curve,indoor,S3
0386.wav,british,room12,indoor,S3
0903.wav,westend,trafalgar,outdoor,S3
0935.wav,british,street,outdoor,S3
1214.wav,campus,canal,outdoor,S3
2091.wav,westend,market,indoor,S3
2211.wav,campus,ground,indoor,S3
2285.wav,westend,national,indoor,S3
2331.wav,campus,reception,indoor,S3
2394.wav,british,greatcourt,indoor,S3
2487.wav,westend,piazza,outdoor,S3
0154.wav,campus,canal,outdoor,S30
0368.wav,westend,piazza,outdoor,S30
0603.wav,westend,charing,indoor,S30
0634.wav,campus,library,outdoor,S30
0685.wav,westend,market,indoor,S30
0748.wav,campus,reception,indoor,S30
1074.wav,westend,leicester,outdoor,S30
1283.wav,westend,national,indoor,S30
2004.wav,westend,trafalgar,outdoor,S30
2243.wav,campus,square,outdoor,S30
2472.wav,campus,ground,indoor,S30
0099.wav,british,room12,indoor,S31
0193.wav,campus,canal,outdoor,S31
0269.wav,campus,ground,indoor,S31
0327.wav,westend,trafalgar,outdoor,S31
0493.wav,westend,piazza,outdoor,S31
0637.wav,campus,square,outdoor,S31
1419.wav,westend,market,indoor,S31
1492.wav,westend,charing,indoor,S31
1527.wav,british,square,outdoor,S31
1538.wav,westend,national,indoor,S31
1631.wav,british,greatcourt,indoor,S31
1706.wav,british,forecourt,outdoor,S31
2255.wav,campus,library,outdoor,S31
2330.wav,campus,curve,indoor,S31
2377.wav,campus,reception,indoor,S31
0382.wav,kensington,hintze,indoor,S32
0615.wav,kensington,albert,outdoor,S32
0793.wav,kensington,cromwell,outdoor,S32
0888.wav,kensington,dinosaur,indoor,S32
2024.wav,kensington,marine,indoor,S32
2035.wav,kensington,pond,outdoor,S32
0359.wav,southbank,bridge,outdoor,S34
0418.wav,campus,canal,outdoor,S34
0435.wav,campus,library,outdoor,S34
0467.wav,westend,charing,indoor,S34
0868.wav,campus,curve,indoor,S34
1236.wav,campus,square,outdoor,S34
1358.wav,westend,trafalgar,outdoor,S34
1481.wav,southbank,waterloo,indoor,S34
1743.wav,southbank,skate,outdoor,S34
1946.wav,southbank,book,outdoor,S34
2181.wav,westend,market,indoor,S34
2379.wav,westend,national,indoor,S34
2391.wav,southbank,royal,indoor,S34
2451.wav,campus,reception,indoor,S34
0081.wav,campus,canal,outdoor,S35
0217.wav,westend,national,indoor,S35
0278.wav,westend,leicester,outdoor,S35
0301.wav,campus,library,outdoor,S35
0642.wav,campus,square,outdoor,S35
1200.wav,westend,piazza,outdoor,S35
1228.wav,westend,charing,indoor,S35
1297.wav,westend,market,indoor,S35
1331.wav,british,street,outdoor,S35
1354.wav,campus,ground,indoor,S35
1388.wav,campus,reception,indoor,S35
1682.wav,campus,curve,indoor,S35
1789.wav,westend,trafalgar,outdoor,S35
1872.wav,british,square,outdoor,S35
2384.wav,british,forecourt,outdoor,S35
2408.wav,british,room12,indoor,S35
0059.wav,campus,square,outdoor,S36
0072.wav,southbank,waterloo,indoor,S36
0192.wav,westend,charing,indoor,S36
0626.wav,southbank,book,outdoor,S36
1122.wav,westend,piazza,outdoor,S36
1288.wav,southbank,bridge,outdoor,S36
1393.wav,campus,reception,indoor,S36
1571.wav,westend,market,indoor,S36
1617.wav,southbank,royal,indoor,S36
1627.wav,southbank,skate,outdoor,S36
1777.wav,southbank,food,outdoor,S36
2022.wav,westend,national,indoor,S36
2109.wav,westend,trafalgar,outdoor,S36
2258.wav,westend,leicester,outdoor,S36
2268.wav,campus,ground,indoor,S36
0721.wav,westend,market,indoor,S37
0796.wav,campus,library,outdoor,S37
0877.wav,british,greatcourt,indoor,S37
1158.wav,british,street,outdoor,S37
1174.wav,campus,ground,indoor,S37
1235.wav,westend,trafalgar,outdoor,S37
1294.wav,westend,charing,indoor,S37
1304.wav,british,square,outdoor,S37
1321.wav,westend,piazza,outdoor,S37
1525.wav,campus,canal,outdoor,S37
1584.wav,british,forecourt,outdoor,S37
1662.wav,campus,square,outdoor,S37
2364.wav,campus,reception,indoor,S37
0286.wav,Euston,upper,indoor,S38
0391.wav,british,greatcourt,indoor,S38
0532.wav,Euston,gardens,outdoor,S38
0686.wav,Euston,ritblat,indoor,S38
0689.wav,campus,canal,outdoor,S38
0740.wav,campus,curve,indoor,S38
1072.wav,campus,ground,indoor,S38
1093.wav,campus,reception,indoor,S38
1177.wav,campus,square,outdoor,S38
1240.wav,british,square,outdoor,S38
1324.wav,british,street,outdoor,S38
1650.wav,Euston,library,indoor,S38
1699.wav,Euston,piazza,outdoor,S38
1725.wav,british,forecourt,outdoor,S38
1917.wav,Euston,forecourt,outdoor,S38
2012.wav,campus,library,outdoor,S38
2254.wav,british,room12,indoor,S38
0011.wav,british,forecourt,outdoor,S39
0122.wav,british,room12,indoor,S39
0146.wav,westend,trafalgar,outdoor,S39
0311.wav,british,greatcourt,indoor,S39
0417.wav,campus,square,outdoor,S39
0505.wav,westend,leicester,outdoor,S39
0797.wav,campus,canal,outdoor,S39
0939.wav,westend,market,indoor,S39
1315.wav,westend,piazza,outdoor,S39
1632.wav,westend,national,indoor,S39
1692.wav,british,street,outdoor,S39
1712.wav,campus,reception,indoor,S39
1799.wav,british,square,outdoor,S39
1897.wav,campus,library,outdoor,S39
1901.wav,westend,charing,indoor,S39
2318.wav,campus,curve,indoor,S39
0118.wav,southbank,bridge,outdoor,S4
0465.wav,campus,ground,indoor,S4
0599.wav,southbank,waterloo,indoor,S4
0605.wav,campus,square,outdoor,S4
0684.wav,Euston,forecourt,outdoor,S4
1002.wav,Euston,piazza,outdoor,S4
1019.wav,Euston,gardens,outdoor,S4
1031.wav,Euston,ritblat,indoor,S4
1056.wav,Euston,library,indoor,S4
1113.wav,southbank,book,outdoor,S4
1348.wav,campus,reception,indoor,S4
1453.wav,southbank,food,outdoor,S4
1724.wav,campus,canal,outdoor,S4
1785.wav,southbank,skate,outdoor,S4
1892.wav,campus,curve,indoor,S4
0107.wav,westend,market,indoor,S40
0109.wav,westend,leicester,outdoor,S40
0258.wav,british,forecourt,outdoor,S40
0534.wav,campus,ground,indoor,S40
0643.wav,westend,piazza,outdoor,S40
0695.wav,westend,charing,indoor,S40
0704.wav,campus,library,outdoor,S40
0887.wav,british,room12,indoor,S40
1120.wav,campus,curve,indoor,S40
1279.wav,westend,national,indoor,S40
1490.wav,british,greatcourt,indoor,S40
1495.wav,campus,reception,indoor,S40
1636.wav,campus,square,outdoor,S40
1716.wav,campus,canal,outdoor,S40
1819.wav,british,street,outdoor,S40
1935.wav,british,square,outdoor,S40
0024.wav,southbank,waterloo,indoor,S41
0314.wav,southbank,skate,outdoor,S41
0387.wav,southbank,book,outdoor,S41
0655.wav,westend,trafalgar,outdoor,S41
1191.wav,westend,piazza,outdoor,S41
1351.wav,southbank,food,outdoor,S41
1936.wav,westend,charing,indoor,S41
2167.wav,southbank,bridge,outdoor,S41
2186.wav,westend,market,indoor,S41
2237.wav,southbank,royal,indoor,S41
2356.wav,westend,national,indoor,S41
0165.wav,southbank,food,outdoor,S42
0331.wav,campus,ground,indoor,S42
0445.wav,southbank,bridge,outdoor,S42
0701.wav,campus,reception,indoor,S42
0782.wav,westend,trafalgar,outdoor,S42
0831.wav,campus,curve,indoor,S42
0944.wav,southbank,skate,outdoor,S42
1054.wav,campus,canal,outdoor,S42
1127.wav,westend,leicester,outdoor,S42
1139.wav,southbank,waterloo,indoor,S42
1653.wav,westend,piazza,outdoor,S42
1822.wav,campus,library,outdoor,S42
1912.wav,campus,square,outdoor,S42
1990.wav,southbank,book,outdoor,S42
2390.wav,westend,national,indoor,S42
2414.wav,westend,market,indoor,S42
2446.wav,westend,charing,indoor,S42
0098.wav,Euston,ritblat,indoor,S43
0544.wav,Euston,upper,indoor,S43
0546.wav,campus,library,outdoor,S43
0725.wav,westend,trafalgar,outdoor,S43
0743.wav,campus,canal,outdoor,S43
0777.wav,campus,curve,indoor,S43
0814.wav,westend,charing,indoor,S43
1099.wav,Euston,library,indoor,S43
1197.wav,westend,leicester,outdoor,S43
1334.wav,Euston,gardens,outdoor,S43
1458.wav,westend,piazza,outdoor,S43
1686.wav,campus,reception,indoor,S43
1768.wav,westend,national,indoor,S43
1873.wav,campus,ground,indoor,S43
2142.wav,westend,market,indoor,S43
2388.wav,Euston,forecourt,outdoor,S43
0377.wav,southbank,bridge,outdoor,S45
0617.wav,campus,square,outdoor,S45
0773.wav,Euston,gardens,outdoor,S45
0942.wav,Euston,ritblat,indoor,S45
1070.wav,southbank,food,outdoor,S45
1145.wav,Euston,forecourt,outdoor,S45
1468.wav,southbank,skate,outdoor,S45
1567.wav,Euston,piazza,outdoor,S45
1646.wav,Euston,upper,indoor,S45
1727.wav,campus,ground,indoor,S45
1750.wav,southbank,royal,indoor,S45
1816.wav,Euston,library,indoor,S45
2212.wav,campus,library,outdoor,S45
2238.wav,southbank,waterloo,indoor,S45
2314.wav,campus,reception,indoor,S45
0204.wav,westend,leicester,outdoor,S46
0275.wav,campus,reception,indoor,S46
0555.wav,westend,market,indoor,S46
0707.wav,Euston,forecourt,outdoor,S46
0963.wav,campus,curve,indoor,S46
1137.wav,westend,charing,indoor,S46
1142.wav,westend,piazza,outdoor,S46
1328.wav,Euston,library,indoor,S46
1394.wav,campus,canal,outdoor,S46
1502.wav,Euston,piazza,outdoor,S46
1629.wav,Euston,upper,indoor,S46
1941.wav,campus,ground,indoor,S46
2018.wav,Euston,gardens,outdoor,S46
2174.wav,westend,trafalgar,outdoor,S46
2239.wav,campus,square,outdoor,S46
2278.wav,westend,national,indoor,S46
0111.wav,westend,piazza,outdoor,S47
0149.wav,Euston,upper,indoor,S47
0356.wav,southbank,royal,indoor,S47
0486.wav,southbank,food,outdoor,S47
0675.wav,Euston,library,indoor,S47
0730.wav,southbank,waterloo,indoor,S47
0997.wav,southbank,book,outdoor,S47
1034.wav,westend,national,indoor,S47
1373.wav,westend,market,indoor,S47
1391.wav,Euston,gardens,outdoor,S47
1733.wav,Euston,forecourt,outdoor,S47
1876.wav,southbank,skate,outdoor,S47
1928.wav,Euston,piazza,outdoor,S47
1955.wav,southbank,bridge,outdoor,S47
2071.wav,westend,trafalgar,outdoor,S47
2128.wav,westend,charing,indoor,S47
2434.wav,Euston,ritblat,indoor,S47
0047.wav,campus,library,outdoor,S48
0183.wav,british,room12,indoor,S48
0520.wav,westend,market,indoor,S48
0568.wav,campus,square,outdoor,S48
0627.wav,campus,canal,outdoor,S48
0756.wav,british,greatcourt,indoor,S48
0788.wav,campus,ground,indoor,S48
1000.wav,westend,national,indoor,S48
1053.wav,british,forecourt,outdoor,S48
1179.wav,campus,curve,indoor,S48
1529.wav,westend,trafalgar,outdoor,S48
1773.wav,westend,charing,indoor,S48
2161.wav,westend,leicester,outdoor,S48
2247.wav,british,square,outdoor,S48
0037.wav,westend,market,indoor,S49
0259.wav,southbank,skate,outdoor,S49
0290.wav,southbank,book,outdoor,S49
0362.wav,campus,canal,outdoor,S49
0402.wav,westend,charing,indoor,S49
0404.wav,campus,library,outdoor,S49
0508.wav,campus,square,outdoor,S49
0593.wav,westend,national,indoor,S49
0629.wav,southbank,waterloo,indoor,S49
0724.wav,southbank,food,outdoor,S49
0787.wav,campus,curve,indoor,S49
1046.wav,westend,leicester,outdoor,S49
1118.wav,westend,piazza,outdoor,S49
1395.wav,southbank,bridge,outdoor,S49
1913.wav,westend,trafalgar,outdoor,S49
2241.wav,campus,reception,indoor,S49
2352.wav,campus,ground,indoor,S49
0158.wav,Euston,ritblat,indoor,S5
0224.wav,campus,ground,indoor,S5
0370.wav,british,square,outdoor,S5
0563.wav,british,forecourt,outdoor,S5
0816.wav,Euston,upper,indoor,S5
0843.wav,british,room12,indoor,S5
0973.wav,campus,library,outdoor,S5
1069.wav,Euston,library,indoor,S5
1077.wav,british,greatcourt,indoor,S5
1454.wav,Euston,gardens,outdoor,S5
1523.wav,Euston,piazza,outdoor,S5
1900.wav,Euston,forecourt,outdoor,S5
2102.wav,british,street,outdoor,S5
2413.wav,campus,square,outdoor,S5
2437.wav,campus,curve,indoor,S5
0083.wav,Euston,forecourt,outdoor,S50
0201.wav,Euston,library,indoor,S50
0307.wav,campus,ground,indoor,S50
0397.wav,campus,reception,indoor,S50
0638.wav,campus,canal,outdoor,S50
0983.wav,Euston,upper,indoor,S50
1138.wav,Euston,piazza,outdoor,S50
1207.wav,campus,curve,indoor,S50
1413.wav,british,forecourt,outdoor,S50
1415.wav,campus,library,outdoor,S50
1602.wav,british,square,outdoor,S50
1729.wav,Euston,gardens,outdoor,S50
2468.wav,campus,square,outdoor,S50
0100.wav,westend,leicester,outdoor,S51
0182.wav,british,room12,indoor,S51
0223.wav,british,street,outdoor,S51
0257.wav,campus,square,outdoor,S51
0371.wav,campus,curve,indoor,S51
0389.wav,westend,trafalgar,outdoor,S51
0436.wav,british,greatcourt,indoor,S51
0498.wav,campus,ground,indoor,S51
0746.wav,campus,canal,outdoor,S51
0801.wav,campus,reception,indoor,S51
0883.wav,westend,charing,indoor,S51
1581.wav,westend,market,indoor,S51
1844.wav,westend,piazza,outdoor,S51
1884.wav,british,square,outdoor,S51
2149.wav,british,forecourt,outdoor,S51
2469.wav,campus,library,outdoor,S51
0025.wav,british,room12,indoor,S52
0226.wav,westend,trafalgar,outdoor,S52
0289.wav,british,square,outdoor,S52
0731.wav,british,forecourt,outdoor,S52
0795.wav,campus,square,outdoor,S52
0875.wav,westend,national,indoor,S52
0910.wav,westend,market,indoor,S52
1075.wav,westend,charing,indoor,S52
1150.wav,british,greatcourt,indoor,S52
1389.wav,campus,curve,indoor,S52
1757.wav,westend,leicester,outdoor,S52
1811.wav,westend,piazza,outdoor,S52
1949.wav,campus,canal,outdoor,S52
1984.wav,british,street,outdoor,S52
2382.wav,campus,reception,indoor,S52
0066.wav,Euston,upper,indoor,S54
0425.wav,southbank,bridge,outdoor,S54
0450.wav,Euston,forecourt,outdoor,S54
0610.wav,southbank,waterloo,indoor,S54
0691.wav,campus,ground,indoor,S54
0785.wav,southbank,food,outdoor,S54
0918.wav,Euston,ritblat,indoor,S54
0996.wav,campus,reception,indoor,S54
1124.wav,southbank,skate,outdoor,S54
1290.wav,Euston,gardens,outdoor,S54
1871.wav,southbank,book,outdoor,S54
2039.wav,campus,curve,indoor,S54
2045.wav,campus,canal,outdoor,S54
2224.wav,campus,library,outdoor,S54
2257.wav,campus,square,outdoor,S54
2409.wav,Euston,library,indoor,S54
2478.wav,Euston,piazza,outdoor,S54
0018.wav,british,forecourt,outdoor,S55
0039.wav,westend,national,indoor,S55
0045.wav,campus,canal,outdoor,S55
0132.wav,british,greatcourt,indoor,S55
0516.wav,westend,market,indoor,S55
1298.wav,westend,charing,indoor,S55
1439.wav,campus,library,outdoor,S55
1487.wav,campus,reception,indoor,S55
1600.wav,british,room12,indoor,S55
1668.wav,campus,curve,indoor,S55
1752.wav,campus,square,outdoor,S55
1961.wav,campus,ground,indoor,S55
2306.wav,westend,leicester,outdoor,S55
2486.wav,british,street,outdoor,S55
0055.wav,westend,piazza,outdoor,S56
0189.wav,westend,trafalgar,outdoor,S56
0242.wav,westend,leicester,outdoor,S56
0472.wav,kensington,hintze,indoor,S56
0540.wav,campus,ground,indoor,S56
0630.wav,kensington,cromwell,outdoor,S56
1411.wav,campus,library,outdoor,S56
1414.wav,westend,national,indoor,S56
1524.wav,campus,curve,indoor,S56
1544.wav,kensington,dinosaur,indoor,S56
1559.wav,westend,charing,indoor,S56
1582.wav,kensington,marine,indoor,S56
1918.wav,campus,canal,outdoor,S56
1985.wav,campus,reception,indoor,S56
2232.wav,kensington,pond,outdoor,S56
2484.wav,campus,square,outdoor,S56
0042.wav,westend,leicester,outdoor,S57
0216.wav,Euston,ritblat,indoor,S57
0229.wav,campus,ground,indoor,S57
0266.wav,westend,market,indoor,S57
0352.wav,Euston,piazza,outdoor,S57
0458.wav,westend,national,indoor,S57
0976.wav,Euston,upper,indoor,S57
1514.wav,campus,canal,outdoor,S57
1644.wav,Euston,gardens,outdoor,S57
1939.wav,Euston,library,indoor,S57
1975.wav,westend,charing,indoor,S57
2021.wav,campus,library,outdoor,S57
2264.wav,westend,piazza,outdoor,S57
2347.wav,westend,trafalgar,outdoor,S57
2480.wav,campus,square,outdoor,S57
2481.wav,Euston,forecourt,outdoor,S57
0044.wav,british,square,outdoor,S58
0110.wav,westend,trafalgar,outdoor,S58
0511.wav,british,greatcourt,indoor,S58
0614.wav,westend,leicester,outdoor,S58
0636.wav,westend,piazza,outdoor,S58
0848.wav,british,street,outdoor,S58
1071.wav,westend,charing,indoor,S58
1097.wav,campus,curve,indoor,S58
1186.wav,campus,ground,indoor,S58
1398.wav,westend,market,indoor,S58
1726.wav,campus,library,outdoor,S58
2014.wav,campus,reception,indoor,S58
2040.wav,campus,square,outdoor,S58
2058.wav,westend,national,indoor,S58
2100.wav,british,forecourt,outdoor,S58
2396.wav,campus,canal,outdoor,S58
2500.wav,british,room12,indoor,S58
0040.wav,Euston,piazza,outdoor,S59
0076.wav,Euston,ritblat,indoor,S59
0117.wav,campus,library,outdoor,S59
0225.wav,campus,canal,outdoor,S59
0385.wav,Euston,library,indoor,S59
0477.wav,campus,square,outdoor,S59
0596.wav,westend,charing,indoor,S59
1017.wav,westend,piazza,outdoor,S59
1136.wav,Euston,forecourt,outdoor,S59
1155.wav,campus,ground,indoor,S59
1169.wav,westend,leicester,outdoor,S59
1720.wav,Euston,gardens,outdoor,S59
1817.wav,westend,market,indoor,S59
1967.wav,westend,trafalgar,outdoor,S59
2015.wav,Euston,upper,indoor,S59
2145.wav,westend,national,indoor,S59
0177.wav,westend,trafalgar,outdoor,S6
0416.wav,british,forecourt,outdoor,S6
0423.wav,british,street,outdoor,S6
0947.wav,campus,canal,outdoor,S6
1121.wav,campus,ground,indoor,S6
1379.wav,british,greatcourt,indoor,S6
1899.wav,campus,library,outdoor,S6
1940.wav,british,square,outdoor,S6
1972.wav,campus,reception,indoor,S6
2034.wav,westend,market,indoor,S6
2445.wav,westend,charing,indoor,S6
2453.wav,westend,national,indoor,S6
2497.wav,campus,square,outdoor,S6
0046.wav,british,square,outdoor,S60
0279.wav,british,room12,indoor,S60
0395.wav,campus,square,outdoor,S60
0398.wav,Euston,library,indoor,S60
0639.wav,campus,library,outdoor,S60
0660.wav,campus,ground,indoor,S60
1063.wav,Euston,piazza,outdoor,S60
1375.wav,british,greatcourt,indoor,S60
1607.wav,campus,reception,indoor,S60
2007.wav,Euston,ritblat,indoor,S60
2029.wav,british,street,outdoor,S60
2216.wav,Euston,forecourt,outdoor,S60
2304.wav,british,forecourt,outdoor,S60
2367.wav,Euston,upper,indoor,S60
0482.wav,campus,curve,indoor,S61
0554.wav,westend,leicester,outdoor,S61
0984.wav,westend,national,indoor,S61
1028.wav,westend,piazza,outdoor,S61
1264.wav,campus,ground,indoor,S61
1367.wav,campus,reception,indoor,S61
1647.wav,westend,trafalgar,outdoor,S61
2138.wav,campus,square,outdoor,S61
2210.wav,westend,market,indoor,S61
2493.wav,campus,library,outdoor,S61
0092.wav,southbank,bridge,outdoor,S62
0282.wav,southbank,waterloo,indoor,S62
0351.wav,campus,reception,indoor,S62
0513.wav,Euston,forecourt,outdoor,S62
0929.wav,southbank,royal,indoor,S62
1209.wav,Euston,upper,indoor,S62
1488.wav,Euston,gardens,outdoor,S62
1516.wav,Euston,library,indoor,S62
1570.wav,campus,square,outdoor,S62
1693.wav,campus,curve,indoor,S62
1786.wav,campus,library,outdoor,S62
2082.wav,southbank,skate,outdoor,S62
2129.wav,southbank,book,outdoor,S62
2162.wav,campus,ground,indoor,S62
0268.wav,british,room12,indoor,S63
0297.wav,british,forecourt,outdoor,S63
0343.wav,campus,curve,indoor,S63
0591.wav,Euston,gardens,outdoor,S63
0708.wav,Euston,upper,indoor,S63
1058.wav,british,greatcourt,indoor,S63
1106.wav,campus,square,outdoor,S63
1317.wav,british,street,outdoor,S63
1633.wav,campus,canal,outdoor,S63
1926.wav,Euston,library,indoor,S63
1930.wav,Euston,ritblat,indoor,S63
2017.wav,campus,reception,indoor,S63
2111.wav,campus,library,outdoor,S63
2418.wav,british,square,outdoor,S63
0131.wav,campus,ground,indoor,S64
0141.wav,british,greatcourt,indoor,S64
0147.wav,british,forecourt,outdoor,S64
0833.wav,campus,square,outdoor,S64
1164.wav,campus,library,outdoor,S64
1281.wav,westend,trafalgar,outdoor,S64
1313.wav,westend,market,indoor,S64
1465.wav,british,street,outdoor,S64
1565.wav,british,square,outdoor,S64
1903.wav,campus,curve,indoor,S64
1914.wav,westend,piazza,outdoor,S64
2042.wav,campus,canal,outdoor,S64
2094.wav,westend,leicester,outdoor,S64
2192.wav,british,room12,indoor,S64
2276.wav,westend,charing,indoor,S64
0064.wav,campus,reception,indoor,S65
0115.wav,westend,piazza,outdoor,S65
0464.wav,campus,curve,indoor,S65
0678.wav,westend,trafalgar,outdoor,S65
1102.wav,campus,ground,indoor,S65
1166.wav,british,forecourt,outdoor,S65
1287.wav,british,room12,indoor,S65
1475.wav,westend,national,indoor,S65
1695.wav,westend,charing,indoor,S65
1764.wav,campus,library,outdoor,S65
1798.wav,westend,leicester,outdoor,S65
1845.wav,westend,market,indoor,S65
2137.wav,campus,canal,outdoor,S65
2466.wav,british,square,outdoor,S65
0013.wav,british,greatcourt,indoor,S66
0245.wav,british,forecourt,outdoor,S66
0322.wav,campus,library,outdoor,S66
0567.wav,british,square,outdoor,S66
0606.wav,westend,national,indoor,S66
0958.wav,campus,ground,indoor,S66
1337.wav,campus,canal,outdoor,S66
1417.wav,westend,piazza,outdoor,S66
1595.wav,british,street,outdoor,S66
1669.wav,campus,curve,indoor,S66
1847.wav,campus,square,outdoor,S66
1994.wav,westend,trafalgar,outdoor,S66
2003.wav,westend,charing,indoor,S66
2056.wav,campus,reception,indoor,S66
2146.wav,british,room12,indoor,S66
2221.wav,westend,market,indoor,S66
2456.wav,westend,leicester,outdoor,S66
0043.wav,campus,square,outdoor,S67
0411.wav,southbank,book,outdoor,S67
0499.wav,southbank,bridge,outdoor,S67
0572.wav,southbank,food,outdoor,S67
0671.wav,westend,trafalgar,outdoor,S67
0978.wav,westend,national,indoor,S67
1032.wav,westend,piazza,outdoor,S67
1153.wav,southbank,waterloo,indoor,S67
1661.wav,campus,ground,indoor,S67
1924.wav,southbank,skate,outdoor,S67
1970.wav,westend,leicester,outdoor,S67
2083.wav,southbank,royal,indoor,S67
2271.wav,campus,library,outdoor,S67
0063.wav,british,forecourt,outdoor,S68
0125.wav,british,greatcourt,indoor,S68
0303.wav,campus,square,outdoor,S68
0339.wav,british,square,outdoor,S68
0664.wav,campus,reception,indoor,S68
0872.wav,campus,ground,indoor,S68
1025.wav,campus,canal,outdoor,S68
2392.wav,campus,curve,indoor,S68
0010.wav,british,forecourt,outdoor,S69
0078.wav,westend,market,indoor,S69
0641.wav,british,room12,indoor,S69
0873.wav,westend,charing,indoor,S69
1044.wav,campus,curve,indoor,S69
1167.wav,westend,leicester,outdoor,S69
1176.wav,campus,canal,outdoor,S69
1178.wav,westend,trafalgar,outdoor,S69
1202.wav,campus,square,outdoor,S69
1217.wav,westend,piazza,outdoor,S69
1715.wav,campus,library,outdoor,S69
1839.wav,british,street,outdoor,S69
2062.wav,campus,ground,indoor,S69
2204.wav,campus,reception,indoor,S69
2263.wav,british,greatcourt,indoor,S69
0424.wav,british,forecourt,outdoor,S7
1061.wav,british,room12,indoor,S7
2283.wav,british,greatcourt,indoor,S7
0073.wav,westend,trafalgar,outdoor,S71
0172.wav,southbank,food,outdoor,S71
0253.wav,southbank,bridge,outdoor,S71
0326.wav,british,street,outdoor,S71
0524.wav,southbank,skate,outdoor,S71
0573.wav,westend,market,indoor,S71
0762.wav,british,room13,indoor,S71
1263.wav,southbank,book,outdoor,S71
1291.wav,british,forecourt,outdoor,S71
1449.wav,british,greatcourt,indoor,S71
1793.wav,southbank,waterloo,indoor,S71
2099.wav,westend,piazza,outdoor,S71
2199.wav,british,room12,indoor,S71
2230.wav,westend,charing,indoor,S71
2450.wav,southbank,royal,indoor,S71
0031.wav,kensington,dinosaur,indoor,S72
0070.wav,campus,curve,indoor,S72
0135.wav,westend,piazza,outdoor,S72
0151.wav,campus,square,outdoor,S72
0384.wav,kensington,hintze,indoor,S72
0496.wav,kensington,cromwell,outdoor,S72
0517.wav,westend,national,indoor,S72
0633.wav,campus,canal,outdoor,S72
0861.wav,campus,ground,indoor,S72
1144.wav,westend,charing,indoor,S72
1572.wav,kensington,marine,indoor,S72
1619.wav,westend,market,indoor,S72
1657.wav,campus,library,outdoor,S72
1782.wav,campus,reception,indoor,S72
1803.wav,westend,leicester,outdoor,S72
2489.wav,kensington,albert,outdoor,S72
0017.wav,british,street,outdoor,S73
0442.wav,campus,curve,indoor,S73
0866.wav,campus,ground,indoor,S73
1076.wav,campus,square,outdoor,S73
